year,month,day,hour,minute,AM/PM,location,type,gender
2022,6,3,5,13,AM,"I-495 NORTH, MM 85.4, Chelmsford",PASSENGER,F
2022,6,1,11,46,AM,"20 Ashley Falls Rd., Sheffield",PASSENGER,F
2022,6,1,10,9,AM,"72 King St., Northampton",PEDESTRIAN,M
2022,5,30,2,42,PM,"100 Massasoit Rd., Eastham",MOTORCYCLE: OPERATOR,M
2022,5,30,1,50,AM,"1038 Main St., Worcester",PEDESTRIAN,M
2022,5,29,8,7,PM,"Cambridge St. + Blossom St., Boston",PEDESTRIAN,M
2022,5,29,4,40,PM,"4 Central St., Millville",OPERATOR,M
2022,5,28,10,55,PM,"700 Providence Hwy., Dedham",PEDESTRIAN,F
2022,5,28,9,17,PM,"Massachusetts Ave. + Harrison Ave., Boston",PEDESTRIAN,M
2022,5,27,11,51,PM,"654 South Main St., Haverhill",PEDESTRIAN,F
2022,5,27,12,56,AM,"US-3 SOUTH, prior to Washigton St. overpass, Braintree",OPERATOR,M
2022,5,26,10,27,PM,"570 Boston Rd., Billerica",OPERATOR,M
2022,5,26,8,20,AM,"162 Beach Rd., Salisbury",BICYCLIST,M
2022,5,25,11,46,AM,"Chapin St. + Sportsman Rd., Ludlow",OPERATOR,M
2022,5,22,9,25,PM,"163 Winthrop St., Taunton",PEDESTRIAN,M
2022,5,22,8,49,PM,"US-20 EAST + L. Stevens Rd., Charlton",OPERATOR,F
2022,5,22,8,54,AM,"I-290 EAST, off ramp EXIT 30A, Northborough",OPERATOR,M
2022,5,21,12,28,AM,"636 South Westfield St., Agawam",MOTORCYCLE: OPERATOR,M
2022,5,20,11,13,PM,"400 Cambridge St., Winchester",OPERATOR,M
2022,5,20,6,37,PM,"SR-140 NORTH + Stone St., Gardner",OPERATOR,M
2022,5,20,3,27,PM,"Boston Rd. + Barber St., Springfield",MOTORCYCLE: OPERATOR,M
2022,5,20,6,23,AM,"63 Causeway St. NORTH, Medfield",PEDESTRIAN,M
2022,5,19,11,10,PM,"711 North East St., Amherst",OPERATOR,M
2022,5,18,1,28,PM,"Spyglass Hill Dr. + Eastbluff Rd., Ashland",OPERATOR,M
2022,5,18,6,38,AM,"554 West Chestnut St., Brockton",PEDESTRIAN,F
2022,5,18,12,0,AM,"21 Lake St. + Prospect St., Webster",PEDESTRIAN,F
2022,5,15,4,17,PM,"176 Sodom Rd., Westport",MOTORCYCLE: PASSENGER,F
2022,5,14,6,16,AM,"US-3 SOUTH, MM 35.2, Hingham",OPERATOR,M
2022,5,13,11,44,AM,"380 Pleasant St., Raynham",PASSENGER,F
2022,5,13,11,44,AM,"380 Pleasant St., Raynham",OPERATOR,M
2022,5,13,11,33,AM,"SR-85 + I-495, Milford",PASSENGER,F
2022,5,12,11,49,PM,"19 Bennington St., Boston",PEDESTRIAN,M
2022,5,11,9,9,PM,"North Brookfield Rd., New Braintree",MOTORCYCLE: OPERATOR,M
2022,5,11,3,30,AM,"1208 Columbia Rd. SOUTH + Babe Ruth Park Dr., Boston",MOTORCYCLE: OPERATOR,M
2022,5,7,2,52,AM,"I-495 NORTH, MM 31, Mansfield",OPERATOR,F
2022,5,7,1,35,AM,"10 Green Willow Dr., Longmeadow",PASSENGER,F
2022,5,6,10,33,PM,"84 Uxbridge Rd., Mendon",PASSENGER,M
2022,5,6,10,33,PM,"84 Uxbridge Rd., Mendon",OPERATOR,M
2022,5,6,2,40,AM,"I-90 WEST, MM 113.6, Framingham",OPERATOR,F
2022,5,5,4,47,PM,"SR-109 + Bridge St., Medfield",MOTORCYCLE: OPERATOR,M
2022,5,4,8,18,PM,"315 Bridge St., Lowell",PEDESTRIAN,M
2022,5,4,4,28,PM,"347 Highland Ave. (SR-107 SOUTH), Salem",OPERATOR,M
2022,5,4,4,28,PM,"347 Highland Ave. (SR-107 SOUTH), Salem",PASSENGER,F
2022,5,3,3,10,AM,"SR-24 NORTH, MM 12.2, Freetown",OPERATOR,M
2022,5,2,7,50,PM,"339 Kibbe Rd. NORTH, East Longmeadow",OPERATOR,F
2022,4,27,4,20,PM,"Elm St. + Whittier St., Andover",PEDESTRIAN,F
2022,4,27,8,44,AM,"Washington St. + Coolidge Rd., Ayer",OPERATOR,M
2022,4,27,8,18,AM,"537 Main St., Hanover",OPERATOR,F
2022,4,27,7,1,AM,"SR-24 SOUTH, MM 8.6, Fall River",OPERATOR,M
2022,4,23,10,46,PM,"US-5 NORTH, between North End Bridge + Memorial, West Springfield",MOTORCYCLE: OPERATOR,M
2022,4,23,3,26,PM,"194 Southbridge St., Dudley",MOTORCYCLE: OPERATOR,M
2022,4,23,2,28,AM,"US-3 SOUTH, EXIT 27, Pembroke",OPERATOR,F
2022,4,20,10,15,PM,"521 Lakeview Ave., Lowell",MOTORCYCLE: OPERATOR,M
2022,4,20,5,45,PM,"1001 Pawtucket Blvd., Lowell",OPERATOR,M
2022,4,18,5,40,AM,"SR-213 WEST, east of EXIT 1A, Methuen",OPERATOR,M
2022,4,18,1,45,AM,"183 Mann Lot Rd., Scituate",OPERATOR,M
2022,4,16,1,39,AM,"700 South Main St., Barnstable",OPERATOR,F
2022,4,13,6,12,PM,"I-95 SOUTH, south of EXIT 81, Newbury",MOTORCYCLE: OPERATOR,M
2022,4,12,1,0,PM,"Lower Westfield Rd. + I-91 SOUTH, Holyoke",PASSENGER,F
2022,4,12,2,0,AM,"22 Elk Rd., Sandisfield",PEDESTRIAN,M
2022,4,11,11,0,PM,"99 South Main St., West Bridgewater",MOTORCYCLE: OPERATOR,M
2022,4,11,8,27,PM,"I-291 EAST, EXIT 3, Springfield",PEDESTRIAN,F
2022,4,11,6,38,PM,"11 Jungle Rd., Leominster",PEDESTRIAN,M
2022,4,9,5,31,AM,"US-1, 444 Washinton St., Attleboro",OPERATOR,M
2022,4,9,2,59,AM,"694 Center St., Chicopee",MOTORCYCLE: OPERATOR,M
2022,4,6,1,0,PM,"Tremont St. + North Walker St., Taunton",OPERATOR,M
2022,4,4,12,50,AM,"Kneeland St. + Hudson St., Boston",PEDESTRIAN,M
2022,4,3,1,50,AM,"SR-146 NORTH, MM 6.0, Uxbridge",OPERATOR,M
2022,3,31,6,51,PM,"South Loomis St., Southwick",MOTORCYCLE: OPERATOR,M
2022,3,26,10,54,AM,"Walnut Plain Rd. + Mary's Pond Rd., Rochester",PASSENGER,M
2022,3,25,1,52,PM,"34 Nantasket Ave., Hull",OPERATOR,M
2022,3,24,10,10,AM,"34 High St., Ipswich",OPERATOR,M
2022,3,24,1,46,AM,"143 Mill Valley Rd., Hadley",OPERATOR,M
2022,3,23,11,20,AM,"Prospect Hill Ave. + Prospect Hill Rd., Waltham",PEDESTRIAN,M
2022,3,21,5,28,PM,"9 Bemis St., Spencer",PEDESTRIAN,F
2022,3,21,2,32,PM,"US-1 NORTH, 376 Boston St., Topsfield",OPERATOR,M
2022,3,20,12,48,AM,"172 Forest St., Marshfield",PASSENGER,M
2022,3,18,5,33,PM,"290 Boston Rd., Sutton",PEDESTRIAN,M
2022,3,18,2,59,AM,"107 Ocean Ave., Marblehead",OPERATOR,M
2022,3,17,9,25,AM,"I-95 SOUTH, prior to I-495, MM 12.2, Foxborough",OPERATOR,M
2022,3,15,10,19,PM,"West Franklin St. SOUTH + Beech St., Holyoke",PEDESTRIAN,F
2022,3,15,3,51,AM,"US-1 NORTH, north of Myrtle St., Wrentham",OPERATOR,F
2022,3,12,2,21,AM,"SR-24 SOUTH, MM 32.8, Brockton",PASSENGER,M
2022,3,11,9,26,PM,"101 Waterford St., Gardner",PEDESTRIAN,M
2022,3,11,7,27,PM,"1240 Stony Hill Rd., Wilbraham",OPERATOR,F
2022,3,11,4,12,AM,"Newport Ave. + Holbrook Rd., Quincy",PEDESTRIAN,M
2022,3,10,3,45,PM,"Ramp from SR-128 NORTH to I-90, Newton",MOTORCYCLE: OPERATOR,M
2022,3,8,6,7,PM,"Blue Hill Ave. + Hills View Rd., Milton",OPERATOR,M
2022,3,3,11,46,PM,"I-93 NORTH, MM 26.6, Stoneham",OPERATOR,F
2022,3,3,3,25,PM,"Boston Rd. + Armsby Rd., Sutton",OPERATOR,M
2022,3,1,7,14,PM,"SR-18 NORTH (1540 Bedford St.), Abington",PEDESTRIAN,F
2022,3,1,10,58,AM,"Bedford St. + Troy St., Fall River",PASSENGER,F
2022,2,28,7,45,PM,"Chelsea St. + City Square, Boston",OPERATOR,M
2022,2,27,6,4,PM,"780 South Main St., Sharon",PEDESTRIAN,F
2022,2,25,8,30,PM,"363 Race Ln., Barnstable",OPERATOR,M
2022,2,24,10,11,PM,"35 Washington St., Peabody",PEDESTRIAN,M
2022,2,24,7,17,PM,"33 Montvale Ave,, Woburn",PEDESTRIAN,M
2022,2,24,1,56,PM,"Union St. + Maple St., Springfield",OPERATOR,F
2022,2,23,7,48,PM,"SR-2, MM 72.2, Athol",OPERATOR,M
2022,2,23,7,48,PM,"SR-2, MM 72.2, Athol",OPERATOR,M
2022,2,23,3,37,PM,"20 Okwood Dr., Webster",OPERATOR,F
2022,2,23,7,38,AM,"27 Main St., Douglas",OPERATOR,M
2022,2,22,8,50,PM,"345 Massachusetts Ave., Amherst",PEDESTRIAN,F
2022,2,22,3,44,AM,"160 Ayer Rd. (SR-2A), Littleton",OPERATOR,M
2022,2,22,12,45,AM,"Mgsr. O'Brien Hwy. + Sciarappa St., Cambridge",PEDESTRIAN,F
2022,2,21,8,12,AM,"Commerce Way SOUTH + Ramp to SR-44 EAST, Plymouth",OPERATOR,F
2022,2,20,5,32,PM,"SR-28 NORTH + SR-151, Falmouth",OPERATOR,M
2022,2,20,9,28,AM,"663 Menauhant Rd., Falmouth",OPERATOR,M
2022,2,19,1,52,PM,"Washington St. + Polley Lane, Walpole",OPERATOR,M
2022,2,18,3,46,AM,"36 Boylston St., Worcester",PEDESTRIAN,M
2022,2,17,1,55,PM,"120 Bedford Rd., Woburn",OPERATOR,M
2022,2,16,4,27,PM,"Boston Rd. near Barber St., Springfield",MOTORCYCLE: OPERATOR,M
2022,2,15,2,1,PM,"Euclid Ave. + Pine Point Rd., Lynn",OPERATOR,M
2022,2,14,12,30,PM,"SR-49 + Flagg Rd., East Brookfield",OPERATOR,M
2022,2,14,12,30,PM,"SR-49 + Flagg Rd., East Brookfield",OPERATOR,M
2022,2,12,1,11,AM,"15 Walpole St., Dover",OPERATOR,M
2022,2,11,2,12,AM,"West St., Braintree",OPERATOR,M
2022,2,9,8,5,PM,"63 Winter St., North Reading",OPERATOR,M
2022,2,9,1,26,PM,"I-195 WEST, MM 34.8, Marion",PASSENGER,M
2022,2,6,10,10,PM,"I-195 WEST, MM 21, Dartmouth",PASSENGER,F
2022,2,6,8,28,PM,"I-90 WEST, MM 117, Framingham",PEDESTRIAN,M
2022,2,5,2,27,PM,"I-195 EAST, MM 7.4, Swansea",OPERATOR,M
2022,2,5,9,10,AM,"I-90 EAST, MM 86.4, Charlton",OPERATOR,M
2022,2,4,7,41,PM,"Ransom Rd. & Woods Hole Rd., Falmouth",OPERATOR,F
2022,2,4,6,33,AM,"888 Washington St., Dedham",PEDESTRIAN,F
2022,2,4,6,25,AM,"I-495 NORTH, EXIT 87, Chelmsford",OPERATOR,M
2022,2,3,8,52,PM,"South St. EAST + Jubinville St., Holyoke",PEDESTRIAN,F
2022,2,1,12,5,PM,"US-1 SOUTH, .25 miles north of Old Post Rd., Sharon",PASSENGER,F
2022,1,31,6,6,PM,"1764 Main St., Leicester",OPERATOR,F
2022,1,31,3,35,AM,"I-495 SOUTH, MM 32.2, Mansfield",OPERATOR,M
2022,1,29,2,31,AM,"I-93 NORTH, MM 13.4, Boston",OPERATOR,M
2022,1,29,12,33,AM,"34 Fairview Rd., Canton",PEDESTRIAN,M
2022,1,27,2,26,PM,"50 Pine Cone Dr., Yarmouth",PEDESTRIAN,F
2022,1,26,4,0,PM,"Lindelof Ave. (SR-139) + SR-24 NORTH onramp, Stoughton",PEDESTRIAN,F
2022,1,23,6,59,AM,"1094 US-6 NORTH, Wellfleet",OPERATOR,F
2022,1,23,1,32,AM,"967 Main St., Wilbraham",PASSENGER,M
2022,1,21,5,54,PM,"363 Middlesex Ave., Wilmington",OPERATOR,F
2022,1,21,1,45,AM,"I-195 WEST, MM 20.4, Dartmouth",OPERATOR,F
2022,1,19,6,29,PM,"1188 Main St., Wakefield",PEDESTRIAN,F
2022,1,19,5,14,PM,"2432 State Rd. (SR-3A), Plymouth",OPERATOR,M
2022,1,19,3,16,PM,"158 Wood St., Hopkinton",PASSENGER,M
2022,1,18,1,53,PM,"I-95 SOUTH, EXIT 27, University Ave., Dedham",OPERATOR,M
2022,1,17,9,1,PM,"California Ave. + Worcester Rd., Framingham",PEDESTRIAN,M
2022,1,17,7,49,PM,"Arcade Ave. + Scott Rd., Seekonk",OPERATOR,M
2022,1,16,2,4,PM,"417 Hildreth St., Lowell",PEDESTRIAN,F
2022,1,15,6,50,AM,"I-95 SOUTH, MM 42.8, Waltham",OPERATOR,M
2022,1,14,9,18,PM,"44 Glendale St., Easthampton",OPERATOR,M
2022,1,13,4,3,AM,"372 SR-52, Seekonk",OPERATOR,M
2022,1,10,5,15,PM,"179 Vernon St., Worcester",PEDESTRIAN,M
2022,1,9,11,58,AM,"SR-15, south of River Rd., Sturbridge",OPERATOR,M
2022,1,9,1,41,AM,"SR-24 SOUTH, MM 16, Berkley",OPERATOR,F
2022,1,7,7,28,AM,"SR-140 NORTH, MM 10.5, Freetown",OPERATOR,M
2022,1,6,10,20,PM,"Rockaway Ave. + Alsada Rd., Hull",PASSENGER,M
2022,1,6,7,13,PM,"450 Highland Ave., Salem",PEDESTRIAN,F
2022,1,4,5,54,PM,"577 Belleville Ave., New Bedford",PEDESTRIAN,M
2022,1,2,10,21,PM,"US-3 NORTH, MM 22.6, EXIT 22, Duxbury",OPERATOR,M
2022,1,2,12,21,PM,"I-91 NORTH, MM 49.2, Bernardston",OPERATOR,F
2022,1,1,7,54,PM,"US-3 NORTH, south of EXIT 78, Billerica",PEDESTRIAN,M
2021,12,29,2,0,AM,"245 Paradise Rd., Swampscott",PASSENGER,M
2021,12,28,11,19,PM,"657 Wareham St., Middleborough",OPERATOR,F
2021,12,28,2,7,PM,"192 Mountain Rd., Williamsburg",OPERATOR,M
2021,12,27,6,44,PM,"Forbes Blvd. + Chauncy St., Mansfield",OPERATOR,M
2021,12,27,4,17,PM,"40 Langley Ln., Tewksbury",PASSENGER,F
2021,12,27,12,48,PM,"179 Rosemont St., Haverhill",OPERATOR,M
2021,12,26,7,8,PM,"244 Park St., Dorchester",MOTORCYCLE: OPERATOR,M
2021,12,26,3,7,PM,"43 Essex Ave., Gloucester",MOTORCYCLE: OPERATOR,M
2021,12,25,3,5,AM,"584 US-1 NORTH, Saugus",OPERATOR,M
2021,12,24,9,36,PM,"Fellsway WEST + St. Mary St., Malden",PASSENGER,F
2021,12,24,11,28,AM,"I-195 WEST, MM 32.4, Mattapoisett",PASSENGER,M
2021,12,24,11,28,AM,"I-195 WEST, MM 32.4, Mattapoisett",OPERATOR,M
2021,12,24,8,27,AM,"I-495 SOUTH, MM 56.6, Hopkinton",OPERATOR,M
2021,12,23,11,51,AM,"I-95 NORTH, EXIT 12A, Mansfield",OPERATOR,M
2021,12,21,5,38,PM,"86 Prichard Ave., Somerville",OPERATOR,M
2021,12,21,2,24,PM,"1221 Northampton St. + George St., Holyoke",PEDESTRIAN,M
2021,12,20,5,19,PM,"204 Bridge St., Dedham",PEDESTRIAN,F
2021,12,20,3,5,PM,"SR-8, MM 7.3, Sandisfield",OPERATOR,M
2021,12,18,4,42,PM,"16 Pleasant St., Upton",OPERATOR,M
2021,12,18,2,17,AM,"700 James St., Chicopee",OPERATOR,M
2021,12,17,4,44,PM,"154 Wattaquadock Hill Rd., Bolton",MOTORCYCLE: OPERATOR,M
2021,12,17,3,9,AM,"I-495 SOUTH, prior to EXIT 111, Haverhill",OPERATOR,M
2021,12,15,6,20,AM,"280 Washington St., Brighton",PEDESTRIAN,F
2021,12,13,9,10,PM,"Western Ave. + Leo Birmingham Pkwy., Brighton",OPERATOR,F
2021,12,12,9,27,PM,"East St. & Kerri Anne Dr., Brockton",OPERATOR,M
2021,12,12,2,2,AM,"Main St. + Cross St., Woburn",OPERATOR,M
2021,12,10,12,23,PM,"1000 Turnpike St., Canton",OPERATOR,M
2021,12,9,6,49,AM,"Carlton Circle, Ayer",OPERATOR,F
2021,12,8,11,28,PM,"70 Talbot Ave., Boston",OPERATOR,M
2021,12,8,2,48,PM,"Dwight St. & State St., Springfield",PEDESTRIAN,F
2021,12,8,1,12,PM,"837 Grove St., Worcester",OPERATOR,F
2021,12,7,11,41,AM,"Hancock St. + School St., Quincy",OPERATOR,M
2021,12,7,5,19,AM,"SR-18 NORTH + Walnut St., New Bedford",OPERATOR,M
2021,12,6,12,35,AM,"Pleasant St. + Elm St., Bridgewater",OPERATOR,M
2021,12,5,6,50,PM,"840 Pleasant St., Barre",OPERATOR,M
2021,12,5,5,57,PM,"943 Main St. + Smiley Ave., Haverhill",OPERATOR,F
2021,12,5,5,35,PM,"I-291 WEST, south of EXIT 3, Springfield",PEDESTRIAN,M
2021,12,5,12,1,PM,"257 Washington St., Sherborn",OPERATOR,F
2021,12,4,9,43,PM,"SR-146 NORTH, MM 0.8, Uxbridge",OPERATOR,M
2021,12,4,9,21,PM,"65 Brown St., Weston",OPERATOR,M
2021,12,3,10,38,PM,"Crosby Rd., west of Sue Ann Dr., Dracut",OPERATOR,M
2021,12,2,10,21,PM,"I-495 SOUTH, EXIT 103, Lawrence",OPERATOR,M
2021,12,2,6,55,PM,"292 June St., Worcester",OPERATOR,M
2021,12,2,1,46,PM,"161 Howard St., Easton",OPERATOR,M
2021,12,1,4,0,PM,"Southbridge St. + Harrison Ave., Auburn",OPERATOR,F
2021,11,30,12,54,PM,"North Main St. + Wright St., Palmer",PEDESTRIAN,M
2021,11,30,7,10,AM,"172 Winslow Gray Rd. NORTH, Yarmouth",PEDESTRIAN,M
2021,11,29,9,19,PM,"34 North Worcester St., Norton",MOTORCYCLE: OPERATOR,M
2021,11,29,10,25,AM,"I-190 NORTH, EXIT 7, Lancaster",OPERATOR,F
2021,11,28,12,25,PM,"SR-38 & Fulbright St., Medford",OPERATOR,M
2021,11,25,5,30,AM,"I-495 SOUTH, MM 33, Mansfield",OPERATOR,M
2021,11,23,6,44,PM,"Lynnway + Newhall St., Lynn",PEDESTRIAN,M
2021,11,22,6,50,PM,"I-90 EAST, MM 58.9, Wilbraham",OPERATOR,M
2021,11,22,5,47,PM,"Orchard Rd. + Asher's Path EAST, Mashpee",PEDESTRIAN,F
2021,11,21,3,11,AM,"Sumner Tunnel ramp to Storrow Drive, Boston",PASSENGER,M
2021,11,21,3,11,AM,"Sumner Tunnel ramp to Storrow Drive, Boston",OPERATOR,M
2021,11,19,11,16,PM,"82 Folly Mill Rd., Salisbury",BICYCLIST,F
2021,11,18,2,24,AM,"I-93 SOUTH, MM 13.6, Boston",OPERATOR,M
2021,11,18,2,9,AM,"SR-3 NORTH, MM 37.6, Weymouth",OPERATOR,M
2021,11,17,2,55,AM,"885 Centre St., Brockton",OPERATOR,M
2021,11,16,6,39,AM,"205 Worcester St., Springfield",OPERATOR,M
2021,11,13,5,25,AM,"I-495 SOUTH, MM 49.2, Milford",OPERATOR,M
2021,11,13,3,59,AM,"253 Perkins Ave., Brockton",OPERATOR,M
2021,11,12,2,54,PM,"718 Bedford St. SOUTH, East Bridgewater",OPERATOR,M
2021,11,10,6,14,PM,"235 State St., Springfield",PEDESTRIAN,F
2021,11,10,3,56,PM,"SR-2 EAST, MM 75, Athol",MOTORCYCLE: OPERATOR,M
2021,11,9,5,11,PM,"1367 Main St., Brockton",PEDESTRIAN,F
2021,11,9,7,15,AM,"I-495 NORTH + SR-138, Raynham",PEDESTRIAN,M
2021,11,9,7,15,AM,"I-495 NORTH + SR-138, Raynham",OPERATOR,F
2021,11,8,9,10,AM,"Franklin St. + Pine St., Stoneham",PASSENGER,F
2021,11,7,7,50,PM,"US-1 + Old Post Rd., Sharon",OPERATOR,M
2021,11,5,11,0,PM,"East St. + King William Rd., Lenox",PASSENGER,M
2021,11,5,11,30,AM,"Washington St. + Dowling Rd., Brookline",PEDESTRIAN,F
2021,11,5,1,14,AM,"1434 Page Blvd., Springfield",OPERATOR,F
2021,11,4,4,18,PM,"149 Verge St., Springfield",OPERATOR,M
2021,11,4,12,51,PM,"Maple St. + Hastings St., Mendon",OPERATOR,M
2021,11,3,12,28,PM,"632 State St., Springfield",PEDESTRIAN,M
2021,11,2,3,28,PM,"561 N. Main St., Leominster",MOTORCYCLE: OPERATOR,M
2021,11,2,12,37,AM,"299 Page Blvd., Springfield",OPERATOR,M
2021,11,1,12,55,PM,"Cabot St., near Willimansett Bridge, Holyoke",OPERATOR,M
2021,11,1,12,55,PM,"Cabot St., near Willimansett Bridge, Holyoke",PASSENGER,F
2021,11,1,1,44,AM,"I-90 EAST, MM 129.6, Boston",OPERATOR,M
2021,11,1,1,15,AM,"SR-128 NORTH, EXIT 48, Wenham",OPERATOR,M
2021,10,30,1,3,AM,"Martin Luther King Jr. Blvd., Roxbury",OPERATOR,M
2021,10,29,1,25,AM,"I-93 SOUTH, MM 12.8, Dorchester",MOTORCYCLE: OPERATOR,M
2021,10,28,12,7,PM,"SR-2 (Area of 1207), Shelburne",MOTORCYCLE: OPERATOR,M
2021,10,28,7,8,AM,"29 Prospect St., Dartmouth",OPERATOR,M
2021,10,28,1,30,AM,"SR-114 WEST, east of MM 14.8, Danvers",OPERATOR,M
2021,10,27,7,38,PM,"528 Southwest Cutoff, Worcester",PEDESTRIAN,M
2021,10,27,12,4,PM,"41 Mall Rd., Burlington",OPERATOR,F
2021,10,26,6,53,AM,"Walk Hill St., Boston",PEDESTRIAN,F
2021,10,25,4,52,PM,"150 Lancaster St. (SR-110), West Boylston",OPERATOR,M
2021,10,21,1,55,PM,"704 North Quincy St., Brockton",PEDESTRIAN,M
2021,10,21,12,51,AM,"SR-18 SOUTH + US-6 off ramp, New Bedford",MOTORCYCLE: OPERATOR,M
2021,10,20,4,15,PM,"Granite Ave. + Hope Ave., Milton",MOTORCYCLE: OPERATOR,M
2021,10,19,8,52,AM,"125 Gardners Neck Rd., Swansea",OPERATOR,F
2021,10,16,10,26,AM,"Theodore Glynn Way, Boston",PEDESTRIAN,F
2021,10,15,11,28,PM,"I-290 WEST, MM 9.2, Worcester",OPERATOR,M
2021,10,14,6,44,PM,"North Main St. + Huntington St., Brockton",PEDESTRIAN,M
2021,10,14,10,53,AM,"1035 Bedford St. (SR-18 NORTH), Abington",OPERATOR,F
2021,10,13,1,31,PM,"Essex St. + Winter St., Lawrence",PEDESTRIAN,F
2021,10,10,7,2,PM,"Fletcher St. + Dutton St., Lowell",PEDESTRIAN,M
2021,10,10,6,31,PM,"219 South Main St., Raynham",OPERATOR,M
2021,10,10,5,1,PM,"828 Washington St., Weymouth",MOTORCYCLE: OPERATOR,M
2021,10,10,1,52,AM,"Goldsberry St. + Worcester Police Dept., Worcester",PASSENGER,F
2021,10,8,4,12,PM,"I-90 EAST, Charlton Service Plaza, Charlton",OPERATOR,F
2021,10,6,4,13,PM,"380 Elm St., Northampton",BICYCLIST,M
2021,10,6,3,17,PM,"Strafford Rd., Wales",MOTORCYCLE: OPERATOR,M
2021,10,4,10,45,AM,"1238B Bedford St. (SR-18 SOUTH), Abington",OPERATOR,F
2021,10,4,9,45,AM,"66 Huttleston Ave., Fairhaven",PEDESTRIAN,F
2021,10,2,12,9,AM,"95 Vaughn St., Middleborough",MOTORCYCLE: OPERATOR,M
2021,10,1,10,17,PM,"5 Falmouth Heights Rd., Falmouth",OPERATOR,F
2021,10,1,8,32,AM,"I-95 NORTH, EXIT 67B, Danvers",OPERATOR,M
2021,10,1,5,50,AM,"SR-6 WEST, MM 59.4, Sandwich",OPERATOR,M
2021,9,29,10,19,AM,"860 Central Ave., Needham",PASSENGER,F
2021,9,29,10,19,AM,"860 Central Ave., Needham",PASSENGER,F
2021,9,25,9,55,PM,"299 Turnpike Rd., Westborough",OPERATOR,F
2021,9,25,8,29,PM,"Hyde Park Ave. + Ramsdell Ave., Boston",MOTORCYCLE: OPERATOR,M
2021,9,25,7,20,AM,"413 Old Westfield Rd., Granville",PASSENGER,M
2021,9,25,7,20,AM,"413 Old Westfield Rd., Granville",OPERATOR,M
2021,9,25,4,56,AM,"SR-6 EAST, MM 79, Harwich",PEDESTRIAN,M
2021,9,24,1,23,PM,"465 Cheshire Rd., Pittsfield",OPERATOR,M
2021,9,24,3,12,AM,"I-93 NORTH, EXIT 7, Quincy",PASSENGER,M
2021,9,23,9,58,PM,"308 Lynn Fellsway, Saugus",PEDESTRIAN,M
2021,9,23,1,22,PM,"675 Memorial Ave., West Springfield",OPERATOR,M
2021,9,22,5,3,PM,"SR-114, west of 138 N. Main St., Middleton",MOTORCYCLE: OPERATOR,M
2021,9,22,1,1,PM,"Central St. + Willard St., Leominster",OPERATOR,F
2021,9,21,8,55,PM,"85 Plymouth St., Middleborough",MOTORCYCLE: OPERATOR,M
2021,9,21,8,42,AM,"35 Lynn St., Peabody",OPERATOR,M
2021,9,20,4,3,PM,"1281 Washington St. (SR-53), Weymouth",PEDESTRIAN,M
2021,9,19,2,39,PM,"Soldiers Field Rd., Boston",MOTORCYCLE: OPERATOR,M
2021,9,19,1,40,PM,"369 Summer St. (SR-122), Barre",MOTORCYCLE: OPERATOR,M
2021,9,18,10,53,PM,"46 Hathaway Rd., Dartmouth",MOTORCYCLE: OPERATOR,M
2021,9,18,8,6,PM,"1365 Main St., Springfield",PEDESTRIAN,M
2021,9,15,1,15,PM,"North St. + Oak Ln., Agawam",OPERATOR,F
2021,9,14,9,36,PM,"226 SR-28, Yarmouth",PEDESTRIAN,F
2021,9,14,2,49,PM,"Boston Rd. + Phillips Ave., Springfield",MOTORCYCLE: OPERATOR,M
2021,9,12,8,32,PM,"4925 State Hwy. (SR-6), Eastham",OPERATOR,F
2021,9,12,7,42,PM,"Mechanic St., Westfield",PEDESTRIAN,M
2021,9,12,6,27,PM,"638 North Main St., Leominster",MOTORCYCLE: OPERATOR,M
2021,9,12,8,50,AM,"8 Winter St., Newburyport",OPERATOR,M
2021,9,12,1,51,AM,"I-93 SOUTH, north of EXIT 40B, Andover",OPERATOR,M
2021,9,11,8,28,PM,"I-290 WEST, EXIT 26B, Shrewsbury",OPERATOR,M
2021,9,10,11,25,PM,"201 Grand Ave., Falmouth",PEDESTRIAN,M
2021,9,9,11,25,PM,"I-495 NORTH, MM 49, Milford",OPERATOR,M
2021,9,9,11,24,PM,"Memorial Ave. + Circuit Ave., West Springfield",OPERATOR,F
2021,9,8,8,27,PM,"South St. + Winter St., Bridgewater",MOTORCYCLE: OPERATOR,M
2021,9,4,11,43,PM,"463 State St., Springfield",PEDESTRIAN,M
2021,9,4,7,33,PM,"I-91 SOUTH, MM 53.6, Bernardston",PASSENGER,M
2021,9,4,12,49,PM,"Winter St., Saugus",PASSENGER,M
2021,9,3,11,0,AM,"I-91 SOUTH, MM 9.4 (EXIT 108), West Springfield",OPERATOR,M
2021,9,2,11,48,AM,"Pleasant St. + Thomas Dr., Framingham",OPERATOR,M
2021,9,2,7,19,AM,"157 Bullock Rd., Freetown",OPERATOR,M
2021,8,30,3,47,PM,"327 Moody St., Ludlow",OPERATOR,M
2021,8,29,6,45,PM,"SR-2 WEST, MM 100.8, Leominster",PEDESTRIAN,M
2021,8,28,4,57,PM,"Rhode Island Ave. + Orswell St., Fall River",MOTORCYCLE: OPERATOR,M
2021,8,28,1,22,PM,"1563 Fall River Ave., Seekonk",OPERATOR,M
2021,8,28,11,58,AM,"South Rd. + Stonewood Ln., Chilmark",MOTORCYCLE: PASSENGER,F
