year,month,day,hour,minute,AM/PM,location,type,gender,lat,lon
2022,6,26,11,42,AM,"I-395 SOUTH, MM 3.3, Webster",PASSENGER,M,42.0583585,-71.860132
2022,6,26,12,48,AM,"40 East Brimfield Holland Rd., Brimfield",PASSENGER,M,42.1043042,-72.14876339999999
2022,6,26,12,48,AM,"40 East Brimfield Holland Rd., Brimfield",OPERATOR,M,42.1043042,-72.14876339999999
2022,6,26,12,48,AM,"40 East Brimfield Holland Rd., Brimfield",PASSENGER,M,42.1043042,-72.14876339999999
2022,6,25,10,28,AM,"419 Belmont St., Worcester",PEDESTRIAN,M,42.2746061,-71.7593563
2022,6,25,6,4,AM,"357 Old Common Rd., Lancaster",OPERATOR,F,42.439963,-71.6542872
2022,6,24,9,55,PM,"I-95 NORTH, MM 20.6, Walpole",PEDESTRIAN,M,36.8779954,-77.4037357
2022,6,23,12,33,AM,"North Canal St. + Cabot St., Holyoke",OPERATOR,M,42.1971461,-72.6034344
2022,6,22,3,57,AM,"1576 State St., Springfield",PEDESTRIAN,F,42.1235563,-72.54199109999999
2022,6,22,12,49,AM,"East Chop Rd. + Temahigan Ave., Oak Bluffs",OPERATOR,M,41.465516,-70.575502
2022,6,20,5,2,PM,"45 Sterling St., West Boylston",MOTORCYCLE: OPERATOR,M,42.3774969,-71.77594049999999
2022,6,18,9,41,AM,"Independence Ave. + Washington St., Braintree",OPERATOR,M,42.22685389999999,-71.0045641
2022,6,17,10,41,PM,"192 Main St., Carver",OPERATOR,M,41.8727916,-70.75901100000002
2022,6,14,11,0,PM,"South Royalston Rd., Royalston",OPERATOR,M,42.6531896,-72.157143
2022,6,14,7,0,PM,"Pleasant St. + Repton Dr., Watertown",BICYCLIST,M,42.3667448,-71.2111465
2022,6,13,9,20,PM,"Uniquity Rd. near Chickatawbut Rd., Milton",OPERATOR,M,42.2260935,-71.0595203
2022,6,13,8,53,PM,"455 Breckwood Blvd., Springfield",MOTORCYCLE: OPERATOR,M,42.1171398,-72.5239512
2022,6,13,6,4,PM,"Taunton Ave. + Lincoln St., Seekonk",PASSENGER,F,41.8320291,-71.3030285
2022,6,13,6,4,PM,"Taunton Ave. + Lincoln St., Seekonk",OPERATOR,M,41.8320291,-71.3030285
2022,6,12,4,45,AM,"I-95 SOUTH, MM 11.8, Foxborough",OPERATOR,M,42.0602178,-71.2328673
2022,6,11,5,29,PM,"SR-146 NORTH, MM 7.4, Uxbridge",MOTORCYCLE: OPERATOR,M,42.0565106,-71.6410891
2022,6,11,6,5,AM,"I-90 WEST, MM 69.2, Warren",OPERATOR,M,43.934,-91.8130177
2022,6,11,2,8,AM,"Washington St. + Tremlett St., Boston",PASSENGER,F,42.2944319,-71.07197
2022,6,10,9,48,AM,"282 SR-130, Sandwich",OPERATOR,F,41.7128721,-70.4900038
2022,6,10,7,7,AM,"Somers Rd. + Pease Rd., East Longmeadow",MOTORCYCLE: OPERATOR,M,42.0485656,-72.4778126
2022,6,8,3,52,PM,"South Franklin St. + Longmeadow Dr., Holbrook",MOTORCYCLE: OPERATOR,M,42.1474729,-71.00868760000002
2022,6,7,10,6,AM,"1374 Broadway Rd., Dracut",OPERATOR,M,42.7015769,-71.25459099999999
2022,6,7,7,20,AM,"I-290 WEST, MM 26.2, Boylston",MOTORCYCLE: OPERATOR,M,42.3257969,-71.7037142
2022,6,6,5,35,PM,"130 Main St., Townsend",OPERATOR,M,42.656234,-71.686315
2022,6,5,7,6,PM,"1691 Northampton St., Holyoke",OPERATOR,M,42.2065405,-72.63116959999999
2022,6,5,10,23,AM,"347 East St., West Bridgewater",OPERATOR,M,42.0209258,-70.9891133
2022,6,4,4,20,PM,"SR-78, Orange",MOTORCYCLE: OPERATOR,M,33.1257336,-116.0044661
2022,6,4,12,29,PM,"144 Edgewater Dr. EAST, Falmouth",OPERATOR,M,41.5720159,-70.5355805
2022,6,4,1,3,AM,"Storrow Dr. EAST, west of Leverett Cir., Boston",PEDESTRIAN,M,42.3520957,-71.0891144
2022,6,3,11,30,PM,"235 Alewife Brook Parkway, Cambridge",PEDESTRIAN,M,42.38904489999999,-71.14369119999999
2022,6,3,11,2,PM,"Roosevelt Ave. + Wilbraham Rd., Springfield",OPERATOR,M,42.112871,-72.54727199999999
2022,6,3,8,6,PM,"Elm St. + Main St., Dighton",MOTORCYCLE: OPERATOR,M,41.8158877,-71.1291383
2022,6,3,5,13,AM,"I-495 NORTH, MM 85.4, Chelmsford",OPERATOR,M,42.6003732,-71.3607998
2022,6,3,5,13,AM,"I-495 NORTH, MM 85.4, Chelmsford",PASSENGER,F,42.6003732,-71.3607998
2022,6,1,11,46,AM,"20 Ashley Falls Rd., Sheffield",PASSENGER,F,42.08727409999999,-73.3460235
2022,6,1,10,9,AM,"72 King St., Northampton",PEDESTRIAN,M,42.3210619,-72.6317713
2022,5,30,2,42,PM,"100 Massasoit Rd., Eastham",MOTORCYCLE: OPERATOR,M,41.8505796,-69.9882299
2022,5,30,1,50,AM,"1038 Main St., Worcester",PEDESTRIAN,M,42.2462927,-71.82984739999999
2022,5,29,8,7,PM,"Cambridge St. + Blossom St., Boston",PEDESTRIAN,M,42.3611199,-71.06696079999999
2022,5,29,4,40,PM,"4 Central St., Millville",OPERATOR,M,42.0275003,-71.5808102
2022,5,28,10,55,PM,"700 Providence Hwy., Dedham",PEDESTRIAN,F,42.2402427,-71.17622879999999
2022,5,28,9,17,PM,"Massachusetts Ave. + Harrison Ave., Boston",PEDESTRIAN,M,42.3350078,-71.07506400000001
2022,5,27,11,51,PM,"654 South Main St., Haverhill",PEDESTRIAN,F,42.758542,-71.0948396
2022,5,27,12,56,AM,"US-3 SOUTH, prior to Washigton St. overpass, Braintree",OPERATOR,M,42.2003452,-71.0074321
2022,5,26,10,27,PM,"570 Boston Rd., Billerica",OPERATOR,M,42.5482695,-71.2564052
2022,5,26,8,20,AM,"162 Beach Rd., Salisbury",BICYCLIST,M,42.8399382,-70.8333405
2022,5,25,11,46,AM,"Chapin St. + Sportsman Rd., Ludlow",OPERATOR,M,42.16938580000001,-72.4635228
2022,5,22,9,25,PM,"163 Winthrop St., Taunton",PEDESTRIAN,M,41.8936327,-71.1064395
2022,5,22,8,49,PM,"US-20 EAST + L. Stevens Rd., Charlton",OPERATOR,F,42.1419577,-71.9666982
2022,5,22,8,54,AM,"I-290 EAST, off ramp EXIT 30A, Northborough",OPERATOR,M,42.3428351,-71.6365805
2022,5,21,12,28,AM,"636 South Westfield St., Agawam",MOTORCYCLE: OPERATOR,M,42.0462402,-72.6731887
2022,5,20,11,13,PM,"400 Cambridge St., Winchester",OPERATOR,M,42.4590092,-71.1635807
2022,5,20,6,37,PM,"SR-140 NORTH + Stone St., Gardner",OPERATOR,M,42.5939869,-71.963602
2022,5,20,3,27,PM,"Boston Rd. + Barber St., Springfield",MOTORCYCLE: OPERATOR,M,42.126853,-72.531865
2022,5,20,6,23,AM,"63 Causeway St. NORTH, Medfield",PEDESTRIAN,M,42.17687129999999,-71.3137988
2022,5,19,11,10,PM,"711 North East St., Amherst",OPERATOR,M,42.4005758,-72.4952242
2022,5,18,1,28,PM,"Spyglass Hill Dr. + Eastbluff Rd., Ashland",OPERATOR,M,42.2395954,-71.4288187
2022,5,18,6,38,AM,"554 West Chestnut St., Brockton",PEDESTRIAN,F,42.0560361,-71.03721759999999
2022,5,18,12,0,AM,"21 Lake St. + Prospect St., Webster",PEDESTRIAN,F,42.0500751,-71.877837
2022,5,15,4,17,PM,"176 Sodom Rd., Westport",MOTORCYCLE: PASSENGER,F,41.6185173,-71.1092476
2022,5,14,6,16,AM,"US-3 SOUTH, MM 35.2, Hingham",OPERATOR,M,42.2418172,-70.889759
2022,5,13,11,44,AM,"380 Pleasant St., Raynham",PASSENGER,F,41.9302265,-71.0413963
2022,5,13,11,44,AM,"380 Pleasant St., Raynham",OPERATOR,M,41.9302265,-71.0413963
2022,5,13,11,33,AM,"SR-85 + I-495, Milford",PASSENGER,F,42.16386,-71.502923
2022,5,12,11,49,PM,"19 Bennington St., Boston",PEDESTRIAN,M,42.3750661,-71.03791410000001
2022,5,11,9,9,PM,"North Brookfield Rd., New Braintree",MOTORCYCLE: OPERATOR,M,42.3189048,-72.0487274
2022,5,11,3,30,AM,"1208 Columbia Rd. SOUTH + Babe Ruth Park Dr., Boston",MOTORCYCLE: OPERATOR,M,42.3301592,-71.0509589
2022,5,7,2,52,AM,"I-495 NORTH, MM 31, Mansfield",OPERATOR,F,42.1567654,-71.4890299
2022,5,7,1,35,AM,"10 Green Willow Dr., Longmeadow",PASSENGER,F,42.0608786,-72.55077589999999
2022,5,6,10,33,PM,"84 Uxbridge Rd., Mendon",PASSENGER,M,42.0974133,-71.5727199
2022,5,6,10,33,PM,"84 Uxbridge Rd., Mendon",OPERATOR,M,42.0974133,-71.5727199
2022,5,6,2,40,AM,"I-90 WEST, MM 113.6, Framingham",OPERATOR,F,42.3070606,-71.4418546
2022,5,5,4,47,PM,"SR-109 + Bridge St., Medfield",MOTORCYCLE: OPERATOR,M,42.1837879,-71.31769930000002
2022,5,4,8,18,PM,"315 Bridge St., Lowell",PEDESTRIAN,M,42.6491336,-71.3039575
2022,5,4,4,28,PM,"347 Highland Ave. (SR-107 SOUTH), Salem",OPERATOR,M,44.9428975,-123.0350963
2022,5,4,4,28,PM,"347 Highland Ave. (SR-107 SOUTH), Salem",PASSENGER,F,44.9428975,-123.0350963
2022,5,3,3,10,AM,"SR-24 NORTH, MM 12.2, Freetown",OPERATOR,M,41.7661849,-71.0982014
2022,5,2,7,50,PM,"339 Kibbe Rd. NORTH, East Longmeadow",OPERATOR,F,42.0717563,-72.4978126
2022,4,27,4,20,PM,"Elm St. + Whittier St., Andover",PEDESTRIAN,F,42.6603585,-71.1366804
2022,4,27,8,44,AM,"Washington St. + Coolidge Rd., Ayer",OPERATOR,M,42.566142,-71.582691
2022,4,27,8,18,AM,"537 Main St., Hanover",OPERATOR,F,42.130870,-70.858150
2022,4,27,7,1,AM,"SR-24 SOUTH, MM 8.6, Fall River",OPERATOR,M,41.7139864,-71.1179676
2022,4,23,10,46,PM,"US-5 NORTH, between North End Bridge + Memorial, West Springfield",MOTORCYCLE: OPERATOR,M,42.1085517,-72.6144039
2022,4,23,3,26,PM,"194 Southbridge St., Dudley",MOTORCYCLE: OPERATOR,M,52.512255,-2.081112
2022,4,23,2,28,AM,"US-3 SOUTH, EXIT 27, Pembroke",OPERATOR,F,42.331836,-71.06244
2022,4,20,10,15,PM,"521 Lakeview Ave., Lowell",MOTORCYCLE: OPERATOR,M,42.65403329999999,-71.31133439999999
2022,4,20,5,45,PM,"1001 Pawtucket Blvd., Lowell",OPERATOR,M,42.6413462,-71.37019049999999
2022,4,18,5,40,AM,"SR-213 WEST, east of EXIT 1A, Methuen",OPERATOR,M,42.7404025,-71.1735122
2022,4,18,1,45,AM,"183 Mann Lot Rd., Scituate",OPERATOR,M,42.2034544,-70.7804285
2022,4,16,1,39,AM,"700 South Main St., Barnstable",OPERATOR,F,41.6378406,-70.3542265
2022,4,13,6,12,PM,"I-95 SOUTH, south of EXIT 81, Newbury",MOTORCYCLE: OPERATOR,M,42.7723989,-70.9316739
2022,4,12,1,0,PM,"Lower Westfield Rd. + I-91 SOUTH, Holyoke",PASSENGER,F,42.1747517,-72.6388372
2022,4,12,2,0,AM,"22 Elk Rd., Sandisfield",PEDESTRIAN,M,42.083908,-73.1034488
2022,4,11,11,0,PM,"99 South Main St., West Bridgewater",MOTORCYCLE: OPERATOR,M,42.01671109999999,-71.0032062
2022,4,11,8,27,PM,"I-291 EAST, EXIT 3, Springfield",PEDESTRIAN,F,42.1266062,-72.5678652
2022,4,11,6,38,PM,"11 Jungle Rd., Leominster",PEDESTRIAN,M,42.4925091,-71.7296017
2022,4,9,5,31,AM,"US-1, 444 Washinton St., Attleboro",OPERATOR,M,41.9166775,-71.359464
2022,4,9,2,59,AM,"694 Center St., Chicopee",MOTORCYCLE: OPERATOR,M,42.1306382,-72.6130417
2022,4,6,1,0,PM,"Tremont St. + North Walker St., Taunton",OPERATOR,M,41.9114791,-71.1426559
2022,4,4,12,50,AM,"Kneeland St. + Hudson St., Boston",PEDESTRIAN,M,42.3502938,-71.0602486
2022,4,3,1,50,AM,"SR-146 NORTH, MM 6.0, Uxbridge",OPERATOR,M,42.0565106,-71.6410891
2022,3,31,6,51,PM,"South Loomis St., Southwick",MOTORCYCLE: OPERATOR,M,42.0553169,-72.8218989
2022,3,26,10,54,AM,"Walnut Plain Rd. + Mary's Pond Rd., Rochester",PASSENGER,M,41.7401778,-70.81186559999999
2022,3,25,1,52,PM,"34 Nantasket Ave., Hull",OPERATOR,M,42.26181769999999,-70.84486050000001
2022,3,24,10,10,AM,"34 High St., Ipswich",OPERATOR,M,42.6838001,-70.8395651
2022,3,24,1,46,AM,"143 Mill Valley Rd., Hadley",OPERATOR,M,42.3494845,-72.5377785
2022,3,23,11,20,AM,"Prospect Hill Ave. + Prospect Hill Rd., Waltham",PEDESTRIAN,M,42.3771589,-71.2516857
2022,3,21,5,28,PM,"9 Bemis St., Spencer",PEDESTRIAN,F,42.2367368,-71.9910499
2022,3,21,2,32,PM,"US-1 NORTH, 376 Boston St., Topsfield",OPERATOR,M,42.65184480000001,-70.9356395
2022,3,20,12,48,AM,"172 Forest St., Marshfield",PASSENGER,M,42.1093134,-70.73592
2022,3,18,5,33,PM,"290 Boston Rd., Sutton",PEDESTRIAN,M,42.1516637,-71.7587256
2022,3,18,2,59,AM,"107 Ocean Ave., Marblehead",OPERATOR,M,42.4912242,-70.8561306
2022,3,17,9,25,AM,"I-95 SOUTH, prior to I-495, MM 12.2, Foxborough",OPERATOR,M,42.0246519,-71.2532373
2022,3,15,10,19,PM,"West Franklin St. SOUTH + Beech St., Holyoke",PEDESTRIAN,F,42.2045959,-72.6249301
2022,3,15,3,51,AM,"US-1 NORTH, north of Myrtle St., Wrentham",OPERATOR,F,42.0494657,-71.3011026
2022,3,12,2,21,AM,"SR-24 SOUTH, MM 32.8, Brockton",PASSENGER,M,42.0847834,-71.0617189
2022,3,11,9,26,PM,"101 Waterford St., Gardner",PEDESTRIAN,M,42.5709975,-72.00419889999999
2022,3,11,7,27,PM,"1240 Stony Hill Rd., Wilbraham",OPERATOR,F,42.088096,-72.45977049999999
2022,3,11,4,12,AM,"Newport Ave. + Holbrook Rd., Quincy",PEDESTRIAN,M,42.2726847,-71.02773979999999
2022,3,10,3,45,PM,"Ramp from SR-128 NORTH to I-90, Newton",MOTORCYCLE: OPERATOR,M,43.934,-91.8130177
2022,3,8,6,7,PM,"Blue Hill Ave. + Hills View Rd., Milton",OPERATOR,M,42.247373,-71.1036002
2022,3,3,11,46,PM,"I-93 NORTH, MM 26.6, Stoneham",OPERATOR,F,42.4734635,-71.1101345
2022,3,3,3,25,PM,"Boston Rd. + Armsby Rd., Sutton",OPERATOR,M,42.1534032,-71.7499997
2022,3,1,7,14,PM,"SR-18 NORTH (1540 Bedford St.), Abington",PEDESTRIAN,F,42.145445,-70.95481930000001
2022,3,1,10,58,AM,"Bedford St. + Troy St., Fall River",PASSENGER,F,41.7013959,-71.1524089
2022,2,28,7,45,PM,"Chelsea St. + City Square, Boston",OPERATOR,M,42.3718176,-71.06107420000001
2022,2,27,6,4,PM,"780 South Main St., Sharon",PEDESTRIAN,F,42.093969,-71.2200989
2022,2,25,8,30,PM,"363 Race Ln., Barnstable",OPERATOR,M,41.676722,-70.3875405
2022,2,24,10,11,PM,"35 Washington St., Peabody",PEDESTRIAN,M,42.52251,-70.92490269999999
2022,2,24,7,17,PM,"33 Montvale Ave,, Woburn",PEDESTRIAN,M,42.4796017,-71.148958
2022,2,24,1,56,PM,"Union St. + Maple St., Springfield",OPERATOR,F,42.1014898,-72.5816258
2022,2,23,7,48,PM,"SR-2, MM 72.2, Athol",OPERATOR,M,42.5669307,-72.2150328
2022,2,23,7,48,PM,"SR-2, MM 72.2, Athol",OPERATOR,M,42.5669307,-72.2150328
2022,2,23,3,37,PM,"20 Okwood Dr., Webster",OPERATOR,F,42.076045,-71.854558
2022,2,23,7,38,AM,"27 Main St., Douglas",OPERATOR,M,42.0564242,-71.7371051
2022,2,22,8,50,PM,"345 Massachusetts Ave., Amherst",PEDESTRIAN,F,42.4014632,-71.1370282
2022,2,22,3,44,AM,"160 Ayer Rd. (SR-2A), Littleton",OPERATOR,M,42.5483404,-71.5216695
2022,2,22,12,45,AM,"Mgsr. O'Brien Hwy. + Sciarappa St., Cambridge",PEDESTRIAN,F,42.3731606,-71.08102389999999
2022,2,21,8,12,AM,"Commerce Way SOUTH + Ramp to SR-44 EAST, Plymouth",OPERATOR,F,,
2022,2,20,5,32,PM,"SR-28 NORTH + SR-151, Falmouth",OPERATOR,M,41.5532208,-70.60858859999999
2022,2,20,9,28,AM,"663 Menauhant Rd., Falmouth",OPERATOR,M,41.5502747,-70.55222049999999
2022,2,19,1,52,PM,"Washington St. + Polley Lane, Walpole",OPERATOR,M,42.1548721,-71.2219877
2022,2,18,3,46,AM,"36 Boylston St., Worcester",PEDESTRIAN,M,42.3001848,-71.7642378
2022,2,17,1,55,PM,"120 Bedford Rd., Woburn",OPERATOR,M,42.48110200000001,-71.1740287
2022,2,16,4,27,PM,"Boston Rd. near Barber St., Springfield",MOTORCYCLE: OPERATOR,M,42.1247241,-72.5313896
2022,2,15,2,1,PM,"Euclid Ave. + Pine Point Rd., Lynn",OPERATOR,M,42.4845406,-70.947762
2022,2,14,12,30,PM,"SR-49 + Flagg Rd., East Brookfield",OPERATOR,M,42.182657,-72.031271
2022,2,14,12,30,PM,"SR-49 + Flagg Rd., East Brookfield",OPERATOR,M,42.182657,-72.031271
2022,2,12,1,11,AM,"15 Walpole St., Dover",OPERATOR,M,42.240036,-71.2776535
2022,2,11,2,12,AM,"West St., Braintree",OPERATOR,M,42.2117887,-71.0258601
2022,2,9,8,5,PM,"63 Winter St., North Reading",OPERATOR,M,42.5775277,-71.1079942
2022,2,9,1,26,PM,"I-195 WEST, MM 34.8, Marion",PASSENGER,M,,
2022,2,6,10,10,PM,"I-195 WEST, MM 21, Dartmouth",PASSENGER,F,,
2022,2,6,8,28,PM,"I-90 WEST, MM 117, Framingham",PEDESTRIAN,M,42.3070606,-71.4418546
2022,2,5,2,27,PM,"I-195 EAST, MM 7.4, Swansea",OPERATOR,M,41.7586906,-71.228265
2022,2,5,9,10,AM,"I-90 EAST, MM 86.4, Charlton",OPERATOR,M,42.153294,-71.9726527
2022,2,4,7,41,PM,"Ransom Rd. & Woods Hole Rd., Falmouth",OPERATOR,F,41.5382611,-70.6496562
2022,2,4,6,33,AM,"888 Washington St., Dedham",PEDESTRIAN,F,42.232245,-71.1839334
2022,2,4,6,25,AM,"I-495 NORTH, EXIT 87, Chelmsford",OPERATOR,M,42.6003732,-71.3607998
2022,2,3,8,52,PM,"South St. EAST + Jubinville St., Holyoke",PEDESTRIAN,F,42.1944963,-72.6155517
2022,2,1,12,5,PM,"US-1 SOUTH, .25 miles north of Old Post Rd., Sharon",PASSENGER,F,28.3575949,-80.73274579999999
2022,1,31,6,6,PM,"1764 Main St., Leicester",OPERATOR,F,42.24071439999999,-71.8636743
2022,1,31,3,35,AM,"I-495 SOUTH, MM 32.2, Mansfield",OPERATOR,M,42.004663,-71.2220076
2022,1,29,2,31,AM,"I-93 NORTH, MM 13.4, Boston",OPERATOR,M,42.3141189,-71.0515489
2022,1,29,12,33,AM,"34 Fairview Rd., Canton",PEDESTRIAN,M,42.17434189999999,-71.1537869
2022,1,27,2,26,PM,"50 Pine Cone Dr., Yarmouth",PEDESTRIAN,F,41.6443973,-70.24114329999999
2022,1,26,4,0,PM,"Lindelof Ave. (SR-139) + SR-24 NORTH onramp, Stoughton",PEDESTRIAN,F,42.1541317,-71.07317309999999
2022,1,23,6,59,AM,"1094 US-6 NORTH, Wellfleet",OPERATOR,F,41.9072419,-69.9850197
2022,1,23,1,32,AM,"967 Main St., Wilbraham",PASSENGER,M,42.0923919,-72.4354362
2022,1,21,5,54,PM,"363 Middlesex Ave., Wilmington",OPERATOR,F,42.5692567,-71.1591016
2022,1,21,1,45,AM,"I-195 WEST, MM 20.4, Dartmouth",OPERATOR,F,,
2022,1,19,6,29,PM,"1188 Main St., Wakefield",PEDESTRIAN,F,42.4766746,-71.0620106
2022,1,19,5,14,PM,"2432 State Rd. (SR-3A), Plymouth",OPERATOR,M,41.9584457,-70.6672621
2022,1,19,3,16,PM,"158 Wood St., Hopkinton",PASSENGER,M,42.2331336,-71.5545216
2022,1,18,1,53,PM,"I-95 SOUTH, EXIT 27, University Ave., Dedham",OPERATOR,M,42.2120141,-71.1493855
2022,1,17,9,1,PM,"California Ave. + Worcester Rd., Framingham",PEDESTRIAN,M,42.2968722,-71.4835319
2022,1,17,7,49,PM,"Arcade Ave. + Scott Rd., Seekonk",OPERATOR,M,41.84041269999999,-71.33453279999999
2022,1,16,2,4,PM,"417 Hildreth St., Lowell",PEDESTRIAN,F,42.6636046,-71.3111077
2022,1,15,6,50,AM,"I-95 SOUTH, MM 42.8, Waltham",OPERATOR,M,42.3887296,-71.2620994
2022,1,14,9,18,PM,"44 Glendale St., Easthampton",OPERATOR,M,42.26412759999999,-72.6858156
2022,1,13,4,3,AM,"372 SR-52, Seekonk",OPERATOR,M,41.808434,-71.3369972
2022,1,10,5,15,PM,"179 Vernon St., Worcester",PEDESTRIAN,M,42.2426464,-71.79696609999999
2022,1,9,11,58,AM,"SR-15, south of River Rd., Sturbridge",OPERATOR,M,42.1084122,-72.0787059
2022,1,9,1,41,AM,"SR-24 SOUTH, MM 16, Berkley",OPERATOR,F,37.8449289,-122.2513637
2022,1,7,7,28,AM,"SR-140 NORTH, MM 10.5, Freetown",OPERATOR,M,41.7645963,-70.9619603
2022,1,6,10,20,PM,"Rockaway Ave. + Alsada Rd., Hull",PASSENGER,M,42.2640177,-70.8556845
2022,1,6,7,13,PM,"450 Highland Ave., Salem",PEDESTRIAN,F,42.494501,-70.9355235
2022,1,4,5,54,PM,"577 Belleville Ave., New Bedford",PEDESTRIAN,M,41.6679338,-70.9213288
2022,1,2,10,21,PM,"US-3 NORTH, MM 22.6, EXIT 22, Duxbury",OPERATOR,M,,
2022,1,2,12,21,PM,"I-91 NORTH, MM 49.2, Bernardston",OPERATOR,F,42.7308111,-72.5698688
2022,1,1,7,54,PM,"US-3 NORTH, south of EXIT 78, Billerica",PEDESTRIAN,M,42.5588118,-71.296359
2021,12,29,2,0,AM,"245 Paradise Rd., Swampscott",PASSENGER,M,42.4759675,-70.91248790000002
2021,12,28,11,19,PM,"657 Wareham St., Middleborough",OPERATOR,F,41.8107737,-70.80478579999999
2021,12,28,2,7,PM,"192 Mountain Rd., Williamsburg",OPERATOR,M,37.2707022,-76.7074571
2021,12,27,6,44,PM,"Forbes Blvd. + Chauncy St., Mansfield",OPERATOR,M,42.0319313,-71.23786
2021,12,27,4,17,PM,"40 Langley Ln., Tewksbury",PASSENGER,F,42.6009789,-71.2675637
2021,12,27,12,48,PM,"179 Rosemont St., Haverhill",OPERATOR,M,42.8042323,-71.11033280000001
2021,12,26,7,8,PM,"244 Park St., Dorchester",MOTORCYCLE: OPERATOR,M,42.2975183,-71.0638689
2021,12,26,3,7,PM,"43 Essex Ave., Gloucester",MOTORCYCLE: OPERATOR,M,42.6109521,-70.679327
2021,12,25,3,5,AM,"584 US-1 NORTH, Saugus",OPERATOR,M,46.4328752,-67.8440355
2021,12,24,9,36,PM,"Fellsway WEST + St. Mary St., Malden",PASSENGER,F,42.4233925,-71.0881546
2021,12,24,11,28,AM,"I-195 WEST, MM 32.4, Mattapoisett",PASSENGER,M,41.6770164,-70.8197147
2021,12,24,11,28,AM,"I-195 WEST, MM 32.4, Mattapoisett",OPERATOR,M,41.6770164,-70.8197147
2021,12,24,8,27,AM,"I-495 SOUTH, MM 56.6, Hopkinton",OPERATOR,M,42.2252332,-71.548498
2021,12,23,11,51,AM,"I-95 NORTH, EXIT 12A, Mansfield",OPERATOR,M,42.0294924,-71.25378
2021,12,21,5,38,PM,"86 Prichard Ave., Somerville",OPERATOR,M,42.397365,-71.1104929
2021,12,21,2,24,PM,"1221 Northampton St. + George St., Holyoke",PEDESTRIAN,M,42.2225305,-72.6295354
2021,12,20,5,19,PM,"204 Bridge St., Dedham",PEDESTRIAN,F,42.264509,-71.177041
2021,12,20,3,5,PM,"SR-8, MM 7.3, Sandisfield",OPERATOR,M,42.1130252,-73.0715038
2021,12,18,4,42,PM,"16 Pleasant St., Upton",OPERATOR,M,42.1692709,-71.6084877
2021,12,18,2,17,AM,"700 James St., Chicopee",OPERATOR,M,42.1993439,-72.56699549999999
2021,12,17,4,44,PM,"154 Wattaquadock Hill Rd., Bolton",MOTORCYCLE: OPERATOR,M,42.4293135,-71.6224414
2021,12,17,3,9,AM,"I-495 SOUTH, prior to EXIT 111, Haverhill",OPERATOR,M,42.1567654,-71.4890299
2021,12,15,6,20,AM,"280 Washington St., Brighton",PEDESTRIAN,F,42.348129,-71.1501943
2021,12,13,9,10,PM,"Western Ave. + Leo Birmingham Pkwy., Brighton",OPERATOR,F,42.361618,-71.1458822
2021,12,12,9,27,PM,"East St. & Kerri Anne Dr., Brockton",OPERATOR,M,42.0628871,-70.9920289
2021,12,12,2,2,AM,"Main St. + Cross St., Woburn",OPERATOR,M,42.4660296,-71.1461296
2021,12,10,12,23,PM,"1000 Turnpike St., Canton",OPERATOR,M,42.1520927,-71.1051421
2021,12,9,6,49,AM,"Carlton Circle, Ayer",OPERATOR,F,41.5956879,-70.5757002
2021,12,8,11,28,PM,"70 Talbot Ave., Boston",OPERATOR,M,42.29399859999999,-71.0844484
2021,12,8,2,48,PM,"Dwight St. & State St., Springfield",PEDESTRIAN,F,42.1020732,-72.58572219999999
2021,12,8,1,12,PM,"837 Grove St., Worcester",OPERATOR,F,42.3104125,-71.82482449999999
2021,12,7,11,41,AM,"Hancock St. + School St., Quincy",OPERATOR,M,42.2454188,-71.00018419999999
2021,12,7,5,19,AM,"SR-18 NORTH + Walnut St., New Bedford",OPERATOR,M,41.6317743,-70.9255827
2021,12,6,12,35,AM,"Pleasant St. + Elm St., Bridgewater",OPERATOR,M,41.969457,-71.01837499999999
2021,12,5,6,50,PM,"840 Pleasant St., Barre",OPERATOR,M,42.4424772,-72.1185417
2021,12,5,5,57,PM,"943 Main St. + Smiley Ave., Haverhill",OPERATOR,F,42.8027226,-71.0954833
2021,12,5,5,35,PM,"I-291 WEST, south of EXIT 3, Springfield",PEDESTRIAN,M,42.1266062,-72.5678652
2021,12,5,12,1,PM,"257 Washington St., Sherborn",OPERATOR,F,42.2195088,-71.40528309999999
2021,12,4,9,43,PM,"SR-146 NORTH, MM 0.8, Uxbridge",OPERATOR,M,42.0565106,-71.6410891
2021,12,4,9,21,PM,"65 Brown St., Weston",OPERATOR,M,42.336787,-71.3120821
2021,12,3,10,38,PM,"Crosby Rd., west of Sue Ann Dr., Dracut",OPERATOR,M,42.689894,-71.325388
2021,12,2,10,21,PM,"I-495 SOUTH, EXIT 103, Lawrence",OPERATOR,M,42.6977819,-71.1421216
2021,12,2,6,55,PM,"292 June St., Worcester",OPERATOR,M,42.2598105,-71.8452509
2021,12,2,1,46,PM,"161 Howard St., Easton",OPERATOR,M,41.9956379,-71.1006827
2021,12,1,4,0,PM,"Southbridge St. + Harrison Ave., Auburn",OPERATOR,F,42.2084538,-71.831074
2021,11,30,12,54,PM,"North Main St. + Wright St., Palmer",PEDESTRIAN,M,42.1679001,-72.34463079999999
2021,11,30,7,10,AM,"172 Winslow Gray Rd. NORTH, Yarmouth",PEDESTRIAN,M,41.656263,-70.22132289999999
